CTFT id;Family;Species;Specific gravity;Country;Sub-continent;Herbarium occurrence
278;EUPHORBIACEAE;Macaranga coriacea (Baill.) Müll.Arg.;0.69;Nouvelle Caledonie;Oceanie;0
279;CUNONIACEAE;Geissois montana Vieill.;0.59;Nouvelle Caledonie;Oceanie;0
280;CALOPHYLLACEAE;Calophyllum inophyllum L.;;Nouvelle Caledonie;Oceanie;0
281;SAPINDACEAE;Sapindus saponaria L.;0.89;Antilles françaises;Amerique Centrale et Antilles;0
282;MALPIGHIACEAE;Byrsonima sp;0.62;Antilles françaises;Amerique Centrale et Antilles;0
283;POLYGONACEAE;Coccoloba pubescens L.;;Antilles françaises;Amerique Centrale et Antilles;0
284;ERYTHROXYLACEAE;Erythroxylum sp;0.79;Antilles françaises;Amerique Centrale et Antilles;0
285;POLYGONACEAE;Coccoloba uvifera (L.) L.;;Antilles françaises;Amerique Centrale et Antilles;0
286;ZYGOPHYLLACEAE;Bulnesia arborea (Jacq.) Engl.;;Venezuela;Amerique du Sud;0
287;ZYGOPHYLLACEAE;Guaiacum officinale L.;1.12;Antilles françaises;Amerique Centrale et Antilles;0
288;ZYGOPHYLLACEAE;Guaiacum officinale L.;1.27;Antilles françaises;Amerique Centrale et Antilles;0
289;ZYGOPHYLLACEAE;Bulnesia arborea (Jacq.) Engl.;;Venezuela;Amerique du Sud;0
290;FABACEAE;Dipteryx odorata (Aubl.) Willd.;;Guyane Francaise;Amerique du Sud;0
291;FABACEAE;Dipteryx odorata (Aubl.) Willd.;1.04;Antilles françaises;Amerique Centrale et Antilles;0
292;LYTHRACEAE;Lagerstroemia angustifolia Pierre;0.66;Vietnam;Asie continentale;0
293;LYTHRACEAE;Lagerstroemia speciosa (L.) Pers.;0.63;Vietnam;Asie continentale;0
294;LYTHRACEAE;Lagerstroemia duperreana Pierre;0.75;Vietnam;Asie continentale;0
295;LYTHRACEAE;Lagerstroemia hirsuta Willd.;0.68;Vietnam;Asie continentale;0
296;LYTHRACEAE;Lagerstroemia hirsuta Willd.;0.69;Vietnam;Asie continentale;0
297;LYTHRACEAE;Lagerstroemia indica L.;0.7;Vietnam;Asie continentale;0
298;LYTHRACEAE;Lagerstroemia loudonii Teijsm. & Binn.;0.69;Cambodge;Asie continentale;0
299;LYTHRACEAE;Lagerstroemia loudonii Teijsm. & Binn.;0.67;Cambodge;Asie continentale;0
300;LYTHRACEAE;Lagerstroemia siamica Gagnep.;0.63;Laos;Asie continentale;0
301;INCONNUE;Famille inconnue;;Reunion;Ocean Indien;0
302;LYTHRACEAE;Lagerstroemia speciosa (L.) Pers.;0.56;Philippines;Asie du Sud-Est;0
303;LYTHRACEAE;Lagerstroemia thorelii Gagnep.;0.61;Cambodge;Asie continentale;0
304;LYTHRACEAE;Lagerstroemia tomentosa C.Presl.;0.69;Vietnam;Asie continentale;0
305;LYTHRACEAE;Lagerstroemia sp;0.69;Vietnam;Asie continentale;0
306;CELASTRACEAE;Lophopetalum sp;0.27;Vietnam;Asie continentale;0
307;LYTHRACEAE;Lawsonia inermis L.;;Inde;Asie continentale;0
308;LYTHRACEAE;Pemphis acidula J.R. Forst.;1.1;Nouvelle Caledonie;Oceanie;0
309;FABACEAE;Dalbergia decipularis Rizz. & Matt.;0.92;Bresil n.p.;Amerique du Sud;0
310;PHYLLANTHACEAE;Bischofia javanica Blume;0.69;Vietnam;Asie continentale;0
311;LYTHRACEAE;Duabanga grandiflora (Roxb. ex DC.) Walp.;;Vietnam;Asie continentale;0
312;LYTHRACEAE;Sonneratia alba Sm.;0.81;Indonesie n.p.;Asie du Sud-Est;0
313;LYTHRACEAE;Sonneratia caseolaris (L.) Engl.;0.8;Philippines;Asie du Sud-Est;0
314;EUPHORBIACEAE;Excoecaria agallocha L.;;Vietnam;Asie continentale;0
315;THYMELAEACEAE;Aquilaria crassna Pierre ex Lecomte;0.56;Cambodge;Asie continentale;0
316;THYMELAEACEAE;Rhamnoneuron balansae (Drake) Gilg;0.41;Vietnam;Asie continentale;0
317;THYMELAEACEAE;Wikstroemia indica (L.) C.A.Mey.;0.35;Polynesie Francaise;Oceanie;0
318;CLUSIACEAE;Moronobea sp;0.93;Venezuela;Amerique du Sud;0
319;PROTEACEAE;Panopsis rubescens (Pohl) Pittier;;Bresil n.p.;Amerique du Sud;0
320;PROTEACEAE;Stenocarpus trinervis Guillaumin;0.96;Nouvelle Caledonie;Oceanie;0
321;PROTEACEAE;Cardwellia sublimis F.Muell.;;Australie;Oceanie;0
322;PROTEACEAE;Kermadecia sinuata Brong. & Gris;;Inconnu;Inconnu;0
323;PROTEACEAE;Dilobeia thouarsii Roem. & Schult.;0.92;Madagascar;Ocean Indien;1
324;PROTEACEAE;Dilobeia thouarsii Roem. & Schult.;0.98;Madagascar;Ocean Indien;0
325;PROTEACEAE;Dilobeia thouarsii Roem. & Schult.;0.94;Madagascar;Ocean Indien;1
326;APOCYNACEAE;Aspidosperma sp;;Guyane Francaise;Amerique du Sud;0
327;PROTEACEAE;Kermadecia sp;;Nouvelle Caledonie;Oceanie;0
328;LAURACEAE;Endiandra glauca R.Br.;0.57;Nouvelle Caledonie;Oceanie;0
329;PROTEACEAE;Grevillea robusta A.Cunn. ex R.Br.;0.48;Australie;Oceanie;0
330;PROTEACEAE;Stenocarpus trinervis Guillaumin;0.92;Nouvelle Caledonie;Oceanie;0
331;PROTEACEAE;Stenocarpus trinervis Guillaumin;0.96;Nouvelle Caledonie;Oceanie;0
332;PROTEACEAE;Stenocarpus trinervis Guillaumin;0.89;Nouvelle Caledonie;Oceanie;0
333;PROTEACEAE;Stenocarpus trinervis Guillaumin;1.06;Nouvelle Caledonie;Oceanie;0
334;AQUIFOLIACEAE;Ilex sp;0.53;Vietnam;Asie continentale;0
335;DILLENIACEAE;Dillenia turbinata Finet & Gagnep.;0.68;Vietnam;Asie continentale;0
336;DILLENIACEAE;Dillenia philippinensis Rolfe;0.79;Philippines;Asie du Sud-Est;0
337;APHLOIACEAE;Aphloia theiformis (Vahl) Benn.;0.67;Reunion;Ocean Indien;0
338;MALVACEAE;Catostemma fragrans Benth.;0.73;Guyane Francaise;Amerique du Sud;0
339;MELIACEAE;Xylocarpus granatum Koenig;0.7;Cambodge;Asie continentale;0
340;COMBRETACEAE;Combretum quadrangulare Kurz;;Vietnam;Asie continentale;0
341;CAESALPINIACEAE;Erythrophleum fordii Oliv.;0.98;Vietnam;Asie continentale;0
342;SALICACEAE;Homalium paniculatum (Lam.) Benth.;0.77;Reunion;Ocean Indien;0
343;SALICACEAE;Homalium guillainii Briq.;0.97;Nouvelle Caledonie;Oceanie;0
344;MIMOSACEAE;Pentaclethra macrophylla Benth.;0.99;Gabon;Afrique;0
345;ACHARIACEAE;Caloncoba welwitschii (Oliv.) Gilg;0.71;Cameroun;Afrique;1
346;ACHARIACEAE;Caloncoba welwitschii (Oliv.) Gilg;0.79;Congo;Afrique;1
347;SALICACEAE;Flacourtia ramontchi L'Hér.;0.92;Reunion;Ocean Indien;0
348;SALICACEAE;Homalium africanum (Hook.f.) Benth.;0.73;Cameroun;Afrique;1
349;SALICACEAE;Scolopia heterophylla Sleumer;0.94;Reunion;Ocean Indien;0
350;LYTHRACEAE;Lagerstroemia sp;0.67;Vietnam;Asie continentale;0
351;SALICACEAE;Homalium paniculatum (Lam.) Benth.;0.71;Reunion;Ocean Indien;0
352;SALICACEAE;Homalium racemosum Jacq.;0.7;Antilles françaises;Amerique Centrale et Antilles;0
353;SALICACEAE;Homalium sp;;Philippines;Asie du Sud-Est;0
354;CHRYSOBALANACEAE;Chrysobalanus icaco L. ssp. icaco;;Gabon;Afrique;0
355;SALICACEAE;Idesia polycarpa Maxim.;;Chine;Asie continentale;0
356;ERICACEAE;Agauria salicifolia Hook.f. var. pyrifolia (Pers.) Oliv.;0.73;Reunion;Ocean Indien;0
357;STILBACEAE;Nuxia verticillata Lam.;0.78;Reunion;Ocean Indien;0
358;SALICACEAE;Ophiobotrys zenkeri Gilg;0.71;Cameroun;Afrique;1
359;SALICACEAE;Ophiobotrys zenkeri Gilg;0.66;Cameroun;Afrique;1
360;ACHARIACEAE;Scottellia klaineana Pierre;0.7;Cote d'Ivoire;Afrique;1
361;ACHARIACEAE;Scottellia klaineana Pierre;0.75;Gabon;Afrique;0
362;ASTEROPEIACEAE;Asteropeia mcphersonii Schatz, Lowry & Wolf;1.13;Madagascar;Ocean Indien;1
363;ASTEROPEIACEAE;Asteropeia rhopaloides Baker;1;Madagascar;Ocean Indien;1
364;ASTEROPEIACEAE;Asteropeia rhopaloides Baker;0.93;Madagascar;Ocean Indien;0
365;PHYLLANTHACEAE;Antidesma madagascariense Lam.;0.69;Reunion;Ocean Indien;0
366;MYRTACEAE;Pimenta dioica (L.) Merr.;;Bresil n.p.;Amerique du Sud;0
367;CORNACEAE;Alangium ridleyi King;;Vietnam;Asie continentale;0
368;SALICACEAE;Homalium letestui Pellegr.;0.97;Congo;Afrique;1
369;TAMARICACEAE;Tamarix gallica L.;;Algerie;Afrique;0
370;PASSIFLORACEAE;Barteria nigritiana Hook.f.;0.68;Cameroun;Afrique;1
371;TETRAMELACEAE;Octomeles sumatrana Miq.;0.36;Philippines;Asie du Sud-Est;0
372;PHYLLANTHACEAE;Aporosa octandra (Buch.-Ham. ex D.Don) Vickery;0.74;Vietnam;Asie continentale;0
373;MALVACEAE;Pterospermum sp;0.57;Vietnam;Asie continentale;0
374;PENTAPHYLACACEAE;Ternstroemia sp;;Antilles françaises;Amerique Centrale et Antilles;0
375;CARYOCARACEAE;Caryocar glabrum Persoon;;Guyane Francaise;Amerique du Sud;0
376;CARYOCARACEAE;Caryocar villosum (Aubl.) Persoon;;Bresil n.p.;Amerique du Sud;0
377;JUGLANDACEAE;Juglans neotropica Diels;;Venezuela;Amerique du Sud;0
378;OCHNACEAE;Lophira alata Banks ex C.F.Gaertn.;1.13;Cameroun;Afrique;0
379;OCHNACEAE;Lophira alata Banks ex C.F.Gaertn.;1.19;Gabon;Afrique;0
380;OCHNACEAE;Lophira alata Banks ex C.F.Gaertn.;0.97;Cameroun;Afrique;1
381;OCHNACEAE;Testulea gabonensis Pellegr.;0.74;Gabon;Afrique;0
382;OCHNACEAE;Testulea gabonensis Pellegr.;0.73;Gabon;Afrique;0
383;OCHNACEAE;Testulea gabonensis Pellegr.;0.91;Cameroun;Afrique;1
384;DIPTEROCARPACEAE;Anisoptera costata Korth.;0.71;Cambodge;Asie continentale;1
385;DIPTEROCARPACEAE;Anisoptera marginata Korth.;0.65;Indonesie n.p.;Asie du Sud-Est;1
386;DIPTEROCARPACEAE;Anisoptera thurifera (Blanco) Blume;0.64;Philippines;Asie du Sud-Est;1
387;DIPTEROCARPACEAE;Hopea cagayanensis (Foxw.) Sloot.;0.82;Philippines;Asie du Sud-Est;1
388;DIPTEROCARPACEAE;Dipterocarpus alatus Roxb.;0.9;Cambodge;Asie continentale;1
389;DIPTEROCARPACEAE;Dipterocarpus intricatus Dyer;0.72;Cambodge;Asie continentale;1
390;DIPTEROCARPACEAE;Dipterocarpus costatus Gaertn.f.;0.77;Cambodge;Asie continentale;1
391;DIPTEROCARPACEAE;Dipterocarpus turbinatus Gaertn.f.;0.69;Vietnam;Asie continentale;0
392;DIPTEROCARPACEAE;Dipterocarpus obtusifolius Teysm. ex Miq.;0.8;Cambodge;Asie continentale;0
393;DIPTEROCARPACEAE;Dipterocarpus obtusifolius Teysm. ex Miq.;0.68;Vietnam;Asie continentale;0
394;DIPTEROCARPACEAE;Parashorea sp;0.82;Vietnam;Asie continentale;0
395;DIPTEROCARPACEAE;Parashorea sp;0.73;Vietnam;Asie continentale;0
396;DIPTEROCARPACEAE;Parashorea stellata (Kurz) Dyer;0.65;Vietnam;Asie continentale;0
397;DIPTEROCARPACEAE;Dipterocarpus tuberculatus Roxb.;0.78;Cambodge;Asie continentale;0
398;DIPTEROCARPACEAE;Dipterocarpus tuberculatus Roxb.;;Birmanie;Asie continentale;0
399;DIPTEROCARPACEAE;Dipterocarpus obtusifolius Teysm. ex Miq.;0.7;Vietnam;Asie continentale;0
400;DIPTEROCARPACEAE;Dipterocarpus sp;;Cambodge;Asie continentale;0
401;DIPTEROCARPACEAE;Hopea sp;;Cambodge;Asie continentale;0
402;ELAEOCARPACEAE;Elaeocarpus sp;0.5;Vietnam;Asie continentale;0
403;DIPTEROCARPACEAE;Dipterocarpus sp;;Philippines;Asie du Sud-Est;0
404;DIPTEROCARPACEAE;Vatica odorata (Griff.) Sym.;0.74;Vietnam;Asie continentale;0
405;ELAEOCARPACEAE;Elaeocarpus sp;0.58;Vietnam;Asie continentale;0
406;ANACARDIACEAE;Choerospondias axilaris (Roxb.) B.L.Burtt. & A.W.Hill.;0.73;Vietnam;Asie continentale;0
407;MYRISTICACEAE;Knema globularia (Lam.) Warb.;0.6;Vietnam;Asie continentale;0
408;DIPTEROCARPACEAE;Hopea acuminata Merr.;0.79;Philippines;Asie du Sud-Est;0
409;DIPTEROCARPACEAE;Hopea helferi (Dyer) Brandis;0.81;Vietnam;Asie continentale;0
410;DIPTEROCARPACEAE;Hopea sp;0.67;Cambodge;Asie continentale;0
411;DIPTEROCARPACEAE;Hopea odorata Roxb.;0.78;Vietnam;Asie continentale;0
412;DIPTEROCARPACEAE;Hopea recopei Pierre;0.87;Vietnam;Asie continentale;0
413;DIPTEROCARPACEAE;Hopea pierrei Hance;0.83;Vietnam;Asie continentale;0
414;DIPTEROCARPACEAE;Hopea odorata Roxb.;0.71;Laos;Asie continentale;0
415;DIPTEROCARPACEAE;Hopea ferrea Laness.;1.06;Vietnam;Asie continentale;0
416;DIPTEROCARPACEAE;Hopea sp;;Vietnam;Asie continentale;0
417;DIPTEROCARPACEAE;Vatica odorata (Griff.) Sym.;0.88;Laos;Asie continentale;0
418;DIPTEROCARPACEAE;Hopea sp;0.84;Indonesie n.p.;Asie du Sud-Est;0
419;DIPTEROCARPACEAE;Parashorea malaanonan (Blanco) Merr.;0.76;Philippines;Asie du Sud-Est;0
420;DIPTEROCARPACEAE;Parashorea chinensis Wang Hsie;0.82;Vietnam;Asie continentale;0
421;DIPTEROCARPACEAE;Shorea-pentacme siamensis Miq.;0.87;Cambodge;Asie continentale;0
422;DIPTEROCARPACEAE;Shorea-shorea obtusa Wall. ex Blume;1.09;Vietnam;Asie continentale;0
423;DIPTEROCARPACEAE;Shorea-shorea guiso (Blanco) Blume;;Philippines;Asie du Sud-Est;0
424;RHIZOPHORACEAE;Bruguiera gymnorhiza (L.) Savigny;0.82;Cambodge;Asie continentale;0
425;MYRISTICACEAE;Knema sp;;Vietnam;Asie continentale;0
426;DIPTEROCARPACEAE;Shorea-richetia hopeifolia (Heim) Sym.;;Philippines;Asie du Sud-Est;0
427;DIPTEROCARPACEAE;Shorea-rubro negrosensis Foxw.;;Philippines;Asie du Sud-Est;0
428;DIPTEROCARPACEAE;Shorea-shorea obtusa Wall. ex Blume;1.12;Cambodge;Asie continentale;0
429;DIPTEROCARPACEAE;Shorea-antho assamica Duer ssp. philippinensis (Brandis) Sym.;0.42;Philippines;Asie du Sud-Est;0
430;DIPTEROCARPACEAE;Shorea-shorea robusta Gaertn.f.;;Birmanie;Asie continentale;0
431;DIPTEROCARPACEAE;Shorea-rubro ovata Dyer ex Brandis;;Philippines;Asie du Sud-Est;0
432;DIPTEROCARPACEAE;Shorea-shorea guiso (Blanco) Blume;0.89;Laos;Asie continentale;0
433;DIPTEROCARPACEAE;Shorea-shorea sp;0.79;Vietnam;Asie continentale;0
434;DIPTEROCARPACEAE;Shorea-antho hypochra Hance;0.54;Cambodge;Asie continentale;0
435;THEACEAE;Pyrenaria sp;0.57;Vietnam;Asie continentale;0
436;DIPTEROCARPACEAE;Shorea-rubro sp;0.6;Indonesie n.p.;Asie du Sud-Est;0
437;DIPTEROCARPACEAE;Shorea-rubro almon Foxw.;;Philippines;Asie du Sud-Est;0
438;DIPTEROCARPACEAE;Shorea-pentacme contorta Vidal;0.57;Philippines;Asie du Sud-Est;0
439;MYRTACEAE;Calycolpus sp;;Guyane Francaise;Amerique du Sud;0
440;DIPTEROCARPACEAE;Hopea sp;0.85;Vietnam;Asie continentale;0
441;DIPTEROCARPACEAE;Vatica philastreana Pierre;0.72;Vietnam;Asie continentale;0
442;DIPTEROCARPACEAE;Vatica philastreana Pierre;0.85;Vietnam;Asie continentale;0
443;DIPTEROCARPACEAE;Hopea sp;0.99;Vietnam;Asie continentale;0
444;DIPTEROCARPACEAE;Vatica sp;0.87;Vietnam;Asie continentale;0
445;DIPTEROCARPACEAE;Vatica mangachapoi Blanco;;Philippines;Asie du Sud-Est;0
446;BIGNONIACEAE;Stereospermum sp;0.75;Vietnam;Asie continentale;0
447;SARCOLAENACEAE;Leptolaena abrahamii G.E.Schatz & Lowry;1.08;Madagascar;Ocean Indien;1
448;SARCOLAENACEAE;Rhodolaena bakeriana Baill.;0.87;Madagascar;Ocean Indien;1
449;MYRTACEAE;Pimenta racemosa (Mill.) J.W.Moore;0.98;Antilles françaises;Amerique Centrale et Antilles;0
450;MYRTACEAE;Myrcianthes fragrans (Sw.) McVaugh.;0.94;Antilles françaises;Amerique Centrale et Antilles;0
451;BURSERACEAE;Canarium sp;;Vietnam;Asie continentale;0
452;POLYGALACEAE;Xanthophyllum sp;;Vietnam;Asie continentale;0
453;SAPOTACEAE;Payena sp;;Vietnam;Asie continentale;0
454;LECYTHIDACEAE;Barringtonia asiatica (L.) Kurz;0.58;Reunion;Ocean Indien;0
455;ROSACEAE;Eriobotrya sp;0.78;Vietnam;Asie continentale;0
456;MYRTACEAE;Syzygium sp;0.79;Vietnam;Asie continentale;0
457;MYRTACEAE;Syzygium aromaticum (L.) Merr. & L.M.Perry;0.81;Reunion;Ocean Indien;0
458;RHIZOPHORACEAE;Crossostylis grandiflora Brong. & Gris.;0.62;Nouvelle Caledonie;Oceanie;0
459;PRIMULACEAE;Rapanea lanceolata (Pancher & Sebert) Mez;0.77;Nouvelle Caledonie;Oceanie;0
460;MYRTACEAE;Eucalyptus acmenoides Schau.;;Australie;Oceanie;0
461;MYRTACEAE;Eucalyptus camaldulensis x rudis;;Algerie;Afrique;0
462;MYRTACEAE;Eucalyptus sp;;France;Europe;0
463;MYRTACEAE;Eucalyptus andrewsi Maid.;;Australie;Oceanie;0
464;MYRTACEAE;Eucalyptus capitellata Sm.;;Australie;Oceanie;0
465;MYRTACEAE;Corymbia gummifera Hill & Johnst.;;Australie;Oceanie;0
466;MYRTACEAE;Eucalyptus crebra F.Muell.;;Australie;Oceanie;0
467;MYRTACEAE;Eucalyptus deglupta Bl.;;Philippines;Asie du Sud-Est;0
468;MYRTACEAE;Eucalyptus diversicolor F.Muell.;;Australie;Oceanie;0
469;MYRTACEAE;Eucalyptus diversicolor F.Muell.;;Australie;Oceanie;0
470;MYRTACEAE;Eucalyptus globoidea Blakely;;Australie;Oceanie;0
471;MYRTACEAE;Eucalyptus globoidea Blakely;;Australie;Oceanie;0
472;MYRTACEAE;Eucalyptus fastigata Deane & Maiden;;Australie;Oceanie;0
473;MYRTACEAE;Eucalyptus delegatensis F.Muell. ex R.T.Baker;;Australie;Oceanie;0
474;MYRTACEAE;Eucalyptus delegatensis F.Muell. ex R.T.Baker;;Australie;Oceanie;0
475;MYRTACEAE;Eucalyptus globulus Labill.;;Australie;Oceanie;0
476;MYRTACEAE;Eucalyptus globulus Labill.;;Australie;Oceanie;0
477;MYRTACEAE;Eucalyptus gomphocephala A.Cunn. ex DC.;;Australie;Oceanie;0
478;MYRTACEAE;Eucalyptus moluccana Wall. ex Roxb.;;Australie;Oceanie;0
479;MYRTACEAE;Eucalyptus moluccana Wall. ex Roxb.;;Australie;Oceanie;0
480;MYRTACEAE;Eucalyptus longifolia Link & Otto;;Australie;Oceanie;0
481;MYRTACEAE;Eucalyptus macrorhyncha F.Muell. ex Benth.;;Australie;Oceanie;0
482;MYRTACEAE;Corymbia maculata Hill & Johnst.;;Australie;Oceanie;0
483;MYRTACEAE;Eucalyptus marginata Donn. ex Sm.;;Australie;Oceanie;0
484;MYRTACEAE;Eucalyptus marginata Donn. ex Sm.;;Australie;Oceanie;0
485;MYRTACEAE;Eucalyptus melliodora A.Cunn. ex Schauer;;Australie;Oceanie;0
486;MYRTACEAE;Eucalyptus microcorys F.Muell.;;Australie;Oceanie;0
487;MYRTACEAE;Eucalyptus microcorys F.Muell.;;Australie;Oceanie;0
488;MYRTACEAE;Eucalyptus muelleriana Howitt;;Australie;Oceanie;0
489;MYRTACEAE;Eucalyptus deglupta Bl.;;Papua New Guinea;Asie du Sud-Est;0
490;MYRTACEAE;Eucalyptus obliqua Lher.;;Australie;Oceanie;0
491;MYRTACEAE;Eucalyptus obliqua Lher.;;Australie;Oceanie;0
492;MYRTACEAE;Eucalyptus paniculata Smith;;Australie;Oceanie;0
493;MYRTACEAE;Eucalyptus paniculata Smith;;Australie;Oceanie;0
494;MYRTACEAE;Eucalyptus pilularis Smith;;Australie;Oceanie;0
495;MYRTACEAE;Eucalyptus pilularis Smith;;Australie;Oceanie;0
496;MYRTACEAE;Eucalyptus propinqua Deane & Maiden;;Australie;Oceanie;0
497;MYRTACEAE;Eucalyptus regnans F.Muell.;;Australie;Oceanie;0
498;MYRTACEAE;Eucalyptus regnans F.Muell.;;Australie;Oceanie;0
499;MYRTACEAE;Eucalyptus resinifera Smith;;Australie;Oceanie;0
500;MYRTACEAE;Eucalyptus camaldulensis Dehn.;0.85;Australie;Oceanie;0
501;MYRTACEAE;Eucalyptus saligna J.E.Smith;;Australie;Oceanie;0
502;MYRTACEAE;Eucalyptus siderophloia Benth.;;Australie;Oceanie;0
503;MYRTACEAE;Eucalyptus sideroxylon A.Cunn.;;Australie;Oceanie;0
504;MYRTACEAE;Eucalyptus sideroxylon A.Cunn.;;Australie;Oceanie;0
505;MYRTACEAE;Eugenia axillaris (Sw.) Willd.;0.8;Antilles françaises;Amerique Centrale et Antilles;0
506;MYRTACEAE;Syzygium brachiatum (Roxb.) Miq.;0.82;Vietnam;Asie continentale;0
507;POLYGONACEAE;Coccoloba sp;;Antilles françaises;Amerique Centrale et Antilles;0
508;MYRTACEAE;Syzygium ripicola (Craib.) Merr. & Perry;0.62;Vietnam;Asie continentale;0
509;MYRTACEAE;Syzygium emirnense (Bak.) Labat & Schatz;0.9;Madagascar;Ocean Indien;1
510;MYRTACEAE;Syzygium emirnense (Bak.) Labat & Schatz;0.77;Madagascar;Ocean Indien;1
511;MYRTACEAE;Syzygium grande Walp.;0.78;Vietnam;Asie continentale;0
512;MYRTACEAE;Austromyrtus vieillardii (Brongn. & Gris.) Burret;1.05;Nouvelle Caledonie;Oceanie;0
513;MYRTACEAE;Syzygium sp;0.8;Vietnam;Asie continentale;0
514;MYRTACEAE;Syzygium jambos (L.) Alston;0.59;Antilles françaises;Amerique Centrale et Antilles;0
515;MYRTACEAE;Syzygium jambos (L.) Alston;;Antilles françaises;Amerique Centrale et Antilles;0
516;MYRTACEAE;Eugenia uniflora L.;;Reunion;Ocean Indien;0
517;MYRTACEAE;Eugenia monticola (Sw.) DC.;0.96;Antilles françaises;Amerique Centrale et Antilles;0
518;MELIACEAE;Aphanamixis sp;0.63;Vietnam;Asie continentale;0
519;CAESALPINIACEAE;Afzelia sp;0.79;Congo;Afrique;0
520;MYRTACEAE;Syzygium zeylanicum (L.) DC.;0.88;Vietnam;Asie continentale;0
521;MYRTACEAE;Syzygium sp;0.63;Vietnam;Asie continentale;0
522;MYRTACEAE;Syzygium sp;0.75;Vietnam;Asie continentale;0
523;MYRTACEAE;Syzygium sp;0.96;Vietnam;Asie continentale;0
524;ANACARDIACEAE;Swintonia sp;;Vietnam;Asie continentale;0
525;MYRTACEAE;Syzygium nitidum Benth.;;Philippines;Asie du Sud-Est;0
526;MYRTACEAE;Syzygium sp;0.86;Madagascar;Ocean Indien;0
527;MYRTACEAE;Syzygium danguyanum (Perrier) Labat & Schatz;0.94;Madagascar;Ocean Indien;1
528;MYRTACEAE;Syzygium parkeri (Baker) Labat & Schatz;0.92;Madagascar;Ocean Indien;1
529;MYRTACEAE;Syzygium sp;;Indonesie n.p.;Asie du Sud-Est;0
530;MYRTACEAE;Syzygium sp;0.74;Vietnam;Asie continentale;0
531;MYRTACEAE;Syzygium sp;0.81;Vietnam;Asie continentale;0
532;MYRTACEAE;Syzygium sp;0.8;Vietnam;Asie continentale;0
533;MYRTACEAE;Syzygium sp;0.75;Vietnam;Asie continentale;0
534;MYRTACEAE;Syzygium malaccense (L.) Merr. & Perry;0.65;Reunion;Ocean Indien;0
535;MYRTACEAE;Syzygium jambos (L.) Alston;0.59;Reunion;Ocean Indien;0
536;MYRTACEAE;Syzygium jambos (L.) Alston;;Antilles françaises;Amerique Centrale et Antilles;0
537;PHYLLANTHACEAE;Securinega durissima J.F.Gmel.;0.86;Reunion;Ocean Indien;0
538;MYRTACEAE;Eugenia mespiloides Lam.;1;Reunion;Ocean Indien;0
539;MYRTACEAE;Eugenia buxifolia Lam.;0.93;Reunion;Ocean Indien;0
540;MYRTACEAE;Melaleuca leucadendra L.;;Nouvelle Caledonie;Oceanie;0
541;MYRTACEAE;Melaleuca leucadendra L.;0.78;Vietnam;Asie continentale;0
542;MYRTACEAE;Melaleuca sp;;Indonesie n.p.;Asie du Sud-Est;0
543;MYRTACEAE;Metrosideros ovata (C.T.White) J.W.Dawson;;Polynesie Francaise;Oceanie;0
544;SAPOTACEAE;Manilkara bidentata (A.DC.) A.Chev.;1.06;Antilles françaises;Amerique Centrale et Antilles;0
545;MYRTACEAE;Myrcia deflexa (Poir.) DC.;;Antilles françaises;Amerique Centrale et Antilles;0
546;MYRTACEAE;Myrcia deflexa (Poir.) DC.;0.89;Antilles françaises;Amerique Centrale et Antilles;0
547;RUBIACEAE;Guettarda sp;;Antilles françaises;Amerique Centrale et Antilles;0
548;MELASTOMATACEAE;MLT indéterminé;0.79;Antilles françaises;Amerique Centrale et Antilles;0
549;MYRTACEAE;Myrcia amazonica DC.;;Antilles françaises;Amerique Centrale et Antilles;0
550;MYRTACEAE;Myrcia splendens (Sw.) DC.;1;Antilles françaises;Amerique Centrale et Antilles;0
551;FABACEAE;Amburana cearensis A.C.Smith;;Bresil n.p.;Amerique du Sud;0
552;MYRTACEAE;Myrtus neocaledonica Nied.;1.03;Nouvelle Caledonie;Oceanie;0
553;MYRTACEAE;Xanthostemon ruber (Brongn. & Gris.) Sebert & Panch.;;Nouvelle Caledonie;Oceanie;0
554;CUNONIACEAE;Pancheria ternata Brong. & Gris;0.98;Nouvelle Caledonie;Oceanie;0
555;COMBRETACEAE;Terminalia januarensis DC.;;Bresil n.p.;Amerique du Sud;0
556;MYRTACEAE;Psidium guajava L.;;Guyane Francaise;Amerique du Sud;0
557;MYRTACEAE;Psidium guajava L.;0.7;Antilles françaises;Amerique Centrale et Antilles;0
558;MYRTACEAE;Psidium guajava L.;0.94;Nouvelle Caledonie;Oceanie;0
559;MYRTACEAE;Psidium guajava L.;0.79;Senegal;Afrique;0
560;MYRTACEAE;Eugenia mespiloides Lam.;0.98;Reunion;Ocean Indien;0
561;MYRTACEAE;Arillastrum gummiferum Panch. ex Baill.;1.01;Nouvelle Caledonie;Oceanie;0
562;MYRTACEAE;Arillastrum gummiferum Panch. ex Baill.;;Nouvelle Caledonie;Oceanie;0
563;MYRTACEAE;Arillastrum gummiferum Panch. ex Baill.;;Nouvelle Caledonie;Oceanie;0
564;MYRTACEAE;Syncarpia hillii Bail.;;Australie;Oceanie;0
565;MYRTACEAE;Syncarpia glomulifera Nied.;;Australie;Oceanie;0
566;MYRTACEAE;Syncarpia glomulifera Nied.;;Australie;Oceanie;0
567;MYRTACEAE;Syzygium aromaticum (L.) Merr. & L.M.Perry;0.74;Reunion;Ocean Indien;0
